day,year,high,low,rain,snow,date,day_num,month_num,dow,dow_name,month
December 24,2005,55,30,0.0,0.0,2005-12-24,24,12,5,Saturday,December
December 25,2005,55,27,0.4,0.0,2005-12-25,25,12,6,Sunday,December
December 26,2005,47,41,0.02,0.0,2005-12-26,26,12,0,Monday,December
December 27,2005,47,36,0.0,0.0,2005-12-27,27,12,1,Tuesday,December
December 28,2005,52,30,0.0,0.0,2005-12-28,28,12,2,Wednesday,December
December 29,2005,49,43,0.3,0.0,2005-12-29,29,12,3,Thursday,December
December 30,2005,48,34,0.0,0.0,2005-12-30,30,12,4,Friday,December
December 31,2005,40,33,0.11,0.0,2005-12-31,31,12,5,Saturday,December
January 1,2006,45,31,0.0,0.0,2006-01-01,1,1,6,Sunday,January
January 2,2006,45,28,0.92,0.0,2006-01-02,2,1,0,Monday,January
January 3,2006,45,36,0.45,0.0,2006-01-03,3,1,1,Tuesday,January
January 4,2006,43,35,0.0,0.0,2006-01-04,4,1,2,Wednesday,January
January 5,2006,51,37,0.0,0.0,2006-01-05,5,1,3,Thursday,January
January 6,2006,43,32,0.0,0.0,2006-01-06,6,1,4,Friday,January
January 7,2006,36,22,0.0,0.0,2006-01-07,7,1,5,Saturday,January
January 8,2006,46,34,0.0,0.0,2006-01-08,8,1,6,Sunday,January
January 9,2006,60,37,0.0,0.0,2006-01-09,9,1,0,Monday,January
January 10,2006,50,36,0.0,0.0,2006-01-10,10,1,1,Tuesday,January
January 11,2006,53,34,0.37,0.0,2006-01-11,11,1,2,Wednesday,January
January 12,2006,58,39,0.0,0.0,2006-01-12,12,1,3,Thursday,January
January 13,2006,59,35,0.0,0.0,2006-01-13,13,1,4,Friday,January
January 14,2006,60,32,0.53,0.2,2006-01-14,14,1,5,Saturday,January
January 15,2006,34,25,0.02,0.2,2006-01-15,15,1,6,Sunday,January
January 16,2006,32,20,0.0,0.0,2006-01-16,16,1,0,Monday,January
January 17,2006,50,27,0.03,0.0,2006-01-17,17,1,1,Tuesday,January
January 18,2006,64,35,0.72,0.0,2006-01-18,18,1,2,Wednesday,January
January 19,2006,52,33,0.0,0.0,2006-01-19,19,1,3,Thursday,January
January 20,2006,57,36,0.0,0.0,2006-01-20,20,1,4,Friday,January
January 21,2006,61,37,0.0,0.0,2006-01-21,21,1,5,Saturday,January
January 22,2006,46,31,0.03,0.0,2006-01-22,22,1,6,Sunday,January
January 23,2006,43,35,1.04,0.0,2006-01-23,23,1,0,Monday,January
January 24,2006,47,32,0.09,0.0,2006-01-24,24,1,1,Tuesday,January
January 25,2006,41,33,0.0,0.0,2006-01-25,25,1,2,Wednesday,January
January 26,2006,36,27,0.0,0.0,2006-01-26,26,1,3,Thursday,January
January 27,2006,44,23,0.0,0.0,2006-01-27,27,1,4,Friday,January
January 28,2006,59,30,0.0,0.0,2006-01-28,28,1,5,Saturday,January
January 29,2006,55,33,0.13,0.0,2006-01-29,29,1,6,Sunday,January
January 30,2006,62,37,0.0,0.0,2006-01-30,30,1,0,Monday,January
January 31,2006,46,41,0.01,0.0,2006-01-31,31,1,1,Tuesday,January
February 1,2006,42,34,0.0,0.0,2006-02-01,1,2,2,Wednesday,February
February 2,2006,55,31,0.0,0.0,2006-02-02,2,2,3,Thursday,February
February 3,2006,62,45,0.33,0.0,2006-02-03,3,2,4,Friday,February
February 4,2006,60,42,0.26,0.0,2006-02-04,4,2,5,Saturday,February
February 5,2006,55,36,0.0,0.0,2006-02-05,5,2,6,Sunday,February
February 6,2006,42,32,0.0,0.0,2006-02-06,6,2,0,Monday,February
February 7,2006,40,29,0.0,0.0,2006-02-07,7,2,1,Tuesday,February
February 8,2006,36,26,0.0,0.0,2006-02-08,8,2,2,Wednesday,February
February 9,2006,36,24,0.0,0.0,2006-02-09,9,2,3,Thursday,February
February 10,2006,38,27,0.0,0.0,2006-02-10,10,2,4,Friday,February
February 11,2006,39,32,0.14,1.4,2006-02-11,11,2,5,Saturday,February
February 12,2006,32,23,0.75,10.6,2006-02-12,12,2,6,Sunday,February
February 13,2006,35,17,0.0,0.0,2006-02-13,13,2,0,Monday,February
February 14,2006,41,25,0.0,0.0,2006-02-14,14,2,1,Tuesday,February
February 15,2006,52,27,0.0,0.0,2006-02-15,15,2,2,Wednesday,February
February 16,2006,61,31,0.0,0.0,2006-02-16,16,2,3,Thursday,February
February 17,2006,60,35,0.0,0.0,2006-02-17,17,2,4,Friday,February
February 18,2006,37,17,0.0,0.0,2006-02-18,18,2,5,Saturday,February
February 19,2006,29,15,0.0,0.0,2006-02-19,19,2,6,Sunday,February
February 20,2006,38,24,0.0,0.0,2006-02-20,20,2,0,Monday,February
February 21,2006,44,25,0.0,0.0,2006-02-21,21,2,1,Tuesday,February
February 22,2006,39,28,0.0,0.0,2006-02-22,22,2,2,Wednesday,February
February 23,2006,46,35,0.03,0.0,2006-02-23,23,2,3,Thursday,February
February 24,2006,41,30,0.0,0.0,2006-02-24,24,2,4,Friday,February
February 25,2006,53,25,0.0,0.0,2006-02-25,25,2,5,Saturday,February
February 26,2006,34,22,0.0,0.0,2006-02-26,26,2,6,Sunday,February
February 27,2006,33,18,0.0,0.0,2006-02-27,27,2,0,Monday,February
February 28,2006,36,23,0.0,0.0,2006-02-28,28,2,1,Tuesday,February
March 1,2006,46,28,0.0,0.0,2006-03-01,1,3,2,Wednesday,March
March 2,2006,37,28,0.19,0.0,2006-03-02,2,3,3,Thursday,March
March 3,2006,38,27,0.0,0.0,2006-03-03,3,3,4,Friday,March
March 4,2006,44,27,0.0,0.0,2006-03-04,4,3,5,Saturday,March
March 5,2006,50,28,0.0,0.0,2006-03-05,5,3,6,Sunday,March
March 6,2006,46,31,0.0,0.0,2006-03-06,6,3,0,Monday,March
March 7,2006,46,30,0.0,0.0,2006-03-07,7,3,1,Tuesday,March
March 8,2006,50,29,0.0,0.0,2006-03-08,8,3,2,Wednesday,March
March 9,2006,62,41,0.0,0.0,2006-03-09,9,3,3,Thursday,March
March 10,2006,76,56,0.0,0.0,2006-03-10,10,3,4,Friday,March
March 11,2006,67,44,0.0,0.0,2006-03-11,11,3,5,Saturday,March
March 12,2006,57,49,0.47,0.0,2006-03-12,12,3,6,Sunday,March
March 13,2006,79,46,0.0,0.0,2006-03-13,13,3,0,Monday,March
March 14,2006,68,40,0.02,0.0,2006-03-14,14,3,1,Tuesday,March
March 15,2006,48,37,0.0,0.0,2006-03-15,15,3,2,Wednesday,March
March 16,2006,53,34,0.0,0.0,2006-03-16,16,3,3,Thursday,March
March 17,2006,49,36,0.0,0.0,2006-03-17,17,3,4,Friday,March
March 18,2006,44,31,0.0,0.0,2006-03-18,18,3,5,Saturday,March
March 19,2006,46,28,0.0,0.0,2006-03-19,19,3,6,Sunday,March
March 20,2006,44,30,0.0,0.0,2006-03-20,20,3,0,Monday,March
March 21,2006,40,25,0.0,0.0,2006-03-21,21,3,1,Tuesday,March
March 22,2006,46,31,0.0,0.0,2006-03-22,22,3,2,Wednesday,March
March 23,2006,52,38,0.0,0.0,2006-03-23,23,3,3,Thursday,March
March 24,2006,52,36,0.0,0.0,2006-03-24,24,3,4,Friday,March
March 25,2006,46,38,0.06,0.0,2006-03-25,25,3,5,Saturday,March
March 26,2006,51,36,0.17,0.0,2006-03-26,26,3,6,Sunday,March
March 27,2006,58,38,0.0,0.0,2006-03-27,27,3,0,Monday,March
March 28,2006,56,40,0.0,0.0,2006-03-28,28,3,1,Tuesday,March
March 29,2006,63,38,0.0,0.0,2006-03-29,29,3,2,Wednesday,March
March 30,2006,68,39,0.0,0.0,2006-03-30,30,3,3,Thursday,March
March 31,2006,75,43,0.0,0.0,2006-03-31,31,3,4,Friday,March
April 1,2006,73,56,0.0,0.0,2006-04-01,1,4,5,Saturday,April
April 2,2006,67,49,0.0,0.0,2006-04-02,2,4,6,Sunday,April
April 3,2006,57,44,0.32,0.0,2006-04-03,3,4,0,Monday,April
April 4,2006,56,45,0.0,0.0,2006-04-04,4,4,1,Tuesday,April
April 5,2006,49,34,0.01,0.1,2006-04-05,5,4,2,Wednesday,April
April 6,2006,56,43,0.0,0.0,2006-04-06,6,4,3,Thursday,April
April 7,2006,67,42,0.04,0.0,2006-04-07,7,4,4,Friday,April
April 8,2006,63,39,0.83,0.0,2006-04-08,8,4,5,Saturday,April
April 9,2006,57,34,0.0,0.0,2006-04-09,9,4,6,Sunday,April
April 10,2006,63,40,0.0,0.0,2006-04-10,10,4,0,Monday,April
April 11,2006,74,41,0.0,0.0,2006-04-11,11,4,1,Tuesday,April
April 12,2006,71,45,0.0,0.0,2006-04-12,12,4,2,Wednesday,April
April 13,2006,82,53,0.0,0.0,2006-04-13,13,4,3,Thursday,April
April 14,2006,67,52,0.0,0.0,2006-04-14,14,4,4,Friday,April
April 15,2006,80,54,0.0,0.0,2006-04-15,15,4,5,Saturday,April
April 16,2006,69,53,0.0,0.0,2006-04-16,16,4,6,Sunday,April
April 17,2006,66,47,0.0,0.0,2006-04-17,17,4,0,Monday,April
April 18,2006,73,48,0.0,0.0,2006-04-18,18,4,1,Tuesday,April
April 19,2006,78,53,0.0,0.0,2006-04-19,19,4,2,Wednesday,April
April 20,2006,83,56,0.0,0.0,2006-04-20,20,4,3,Thursday,April
April 21,2006,65,47,0.14,0.0,2006-04-21,21,4,4,Friday,April
April 22,2006,58,45,1.67,0.0,2006-04-22,22,4,5,Saturday,April
April 23,2006,67,53,0.34,0.0,2006-04-23,23,4,6,Sunday,April
April 24,2006,68,53,0.29,0.0,2006-04-24,24,4,0,Monday,April
April 25,2006,74,45,0.05,0.0,2006-04-25,25,4,1,Tuesday,April
April 26,2006,60,41,0.02,0.0,2006-04-26,26,4,2,Wednesday,April
April 27,2006,72,43,0.0,0.0,2006-04-27,27,4,3,Thursday,April
April 28,2006,64,48,0.0,0.0,2006-04-28,28,4,4,Friday,April
April 29,2006,64,43,0.0,0.0,2006-04-29,29,4,5,Saturday,April
April 30,2006,68,42,0.0,0.0,2006-04-30,30,4,6,Sunday,April
May 1,2006,69,48,0.0,0.0,2006-05-01,1,5,0,Monday,May
May 2,2006,72,46,0.0,0.0,2006-05-02,2,5,1,Tuesday,May
May 3,2006,76,48,0.0,0.0,2006-05-03,3,5,2,Wednesday,May
May 4,2006,82,55,0.0,0.0,2006-05-04,4,5,3,Thursday,May
May 5,2006,81,58,0.0,0.0,2006-05-05,5,5,4,Friday,May
May 6,2006,80,54,0.0,0.0,2006-05-06,6,5,5,Saturday,May
May 7,2006,69,48,0.0,0.0,2006-05-07,7,5,6,Sunday,May
May 8,2006,64,52,0.0,0.0,2006-05-08,8,5,0,Monday,May
May 9,2006,71,52,0.0,0.0,2006-05-09,9,5,1,Tuesday,May
May 10,2006,77,51,0.0,0.0,2006-05-10,10,5,2,Wednesday,May
May 11,2006,73,55,0.65,0.0,2006-05-11,11,5,3,Thursday,May
May 12,2006,73,54,0.01,0.0,2006-05-12,12,5,4,Friday,May
May 13,2006,72,54,0.33,0.0,2006-05-13,13,5,5,Saturday,May
May 14,2006,67,53,0.0,0.0,2006-05-14,14,5,6,Sunday,May
May 15,2006,68,51,0.53,0.0,2006-05-15,15,5,0,Monday,May
May 16,2006,67,55,0.26,0.0,2006-05-16,16,5,1,Tuesday,May
May 17,2006,71,52,0.0,0.0,2006-05-17,17,5,2,Wednesday,May
May 18,2006,75,54,0.0,0.0,2006-05-18,18,5,3,Thursday,May
May 19,2006,64,54,0.35,0.0,2006-05-19,19,5,4,Friday,May
May 20,2006,71,53,0.0,0.0,2006-05-20,20,5,5,Saturday,May
May 21,2006,73,48,0.0,0.0,2006-05-21,21,5,6,Sunday,May
May 22,2006,65,50,0.0,0.0,2006-05-22,22,5,0,Monday,May
May 23,2006,70,45,0.0,0.0,2006-05-23,23,5,1,Tuesday,May
May 24,2006,74,51,0.0,0.0,2006-05-24,24,5,2,Wednesday,May
May 25,2006,78,56,0.0,0.0,2006-05-25,25,5,3,Thursday,May
May 26,2006,79,60,0.03,0.0,2006-05-26,26,5,4,Friday,May
May 27,2006,84,65,0.0,0.0,2006-05-27,27,5,5,Saturday,May
May 28,2006,86,63,0.0,0.0,2006-05-28,28,5,6,Sunday,May
May 29,2006,91,63,0.0,0.0,2006-05-29,29,5,0,Monday,May
May 30,2006,93,69,0.0,0.0,2006-05-30,30,5,1,Tuesday,May
May 31,2006,85,65,0.0,0.0,2006-05-31,31,5,2,Wednesday,May
June 1,2006,92,66,0.17,0.0,2006-06-01,1,6,3,Thursday,June
June 2,2006,82,69,2.03,0.0,2006-06-02,2,6,4,Friday,June
June 3,2006,73,62,0.8,0.0,2006-06-03,3,6,5,Saturday,June
June 4,2006,73,60,0.0,0.0,2006-06-04,4,6,6,Sunday,June
June 5,2006,73,60,0.0,0.0,2006-06-05,5,6,0,Monday,June
June 6,2006,77,59,0.0,0.0,2006-06-06,6,6,1,Tuesday,June
June 7,2006,69,61,0.06,0.0,2006-06-07,7,6,2,Wednesday,June
June 8,2006,75,59,0.34,0.0,2006-06-08,8,6,3,Thursday,June
June 9,2006,77,61,0.25,0.0,2006-06-09,9,6,4,Friday,June
June 10,2006,71,59,0.0,0.0,2006-06-10,10,6,5,Saturday,June
June 11,2006,74,51,0.0,0.0,2006-06-11,11,6,6,Sunday,June
June 12,2006,72,58,0.0,0.0,2006-06-12,12,6,0,Monday,June
June 13,2006,81,61,0.0,0.0,2006-06-13,13,6,1,Tuesday,June
June 14,2006,76,63,0.04,0.0,2006-06-14,14,6,2,Wednesday,June
June 15,2006,81,63,0.0,0.0,2006-06-15,15,6,3,Thursday,June
June 16,2006,85,59,0.0,0.0,2006-06-16,16,6,4,Friday,June
June 17,2006,86,62,0.0,0.0,2006-06-17,17,6,5,Saturday,June
June 18,2006,91,66,0.0,0.0,2006-06-18,18,6,6,Sunday,June
June 19,2006,90,72,0.0,0.0,2006-06-19,19,6,0,Monday,June
June 20,2006,87,71,0.0,0.0,2006-06-20,20,6,1,Tuesday,June
June 21,2006,88,68,0.0,0.0,2006-06-21,21,6,2,Wednesday,June
June 22,2006,91,70,0.05,0.0,2006-06-22,22,6,3,Thursday,June
June 23,2006,87,71,0.04,0.0,2006-06-23,23,6,4,Friday,June
June 24,2006,83,71,0.16,0.0,2006-06-24,24,6,5,Saturday,June
June 25,2006,76,70,0.12,0.0,2006-06-25,25,6,6,Sunday,June
June 26,2006,78,72,0.78,0.0,2006-06-26,26,6,0,Monday,June
June 27,2006,83,73,0.1,0.0,2006-06-27,27,6,1,Tuesday,June
June 28,2006,87,71,2.48,0.0,2006-06-28,28,6,2,Wednesday,June
June 29,2006,87,67,0.53,0.0,2006-06-29,29,6,3,Thursday,June
June 30,2006,82,65,0.0,0.0,2006-06-30,30,6,4,Friday,June
July 1,2006,87,63,0.0,0.0,2006-07-01,1,7,5,Saturday,July
July 2,2006,92,69,0.34,0.0,2006-07-02,2,7,6,Sunday,July
July 3,2006,89,71,0.01,0.0,2006-07-03,3,7,0,Monday,July
July 4,2006,91,71,0.34,0.0,2006-07-04,4,7,1,Tuesday,July
July 5,2006,80,71,0.3,0.0,2006-07-05,5,7,2,Wednesday,July
July 6,2006,78,65,1.04,0.0,2006-07-06,6,7,3,Thursday,July
July 7,2006,81,62,0.0,0.0,2006-07-07,7,7,4,Friday,July
July 8,2006,83,65,0.0,0.0,2006-07-08,8,7,5,Saturday,July
July 9,2006,86,66,0.0,0.0,2006-07-09,9,7,6,Sunday,July
July 10,2006,86,67,0.0,0.0,2006-07-10,10,7,0,Monday,July
July 11,2006,91,73,0.0,0.0,2006-07-11,11,7,1,Tuesday,July
July 12,2006,90,76,0.02,0.0,2006-07-12,12,7,2,Wednesday,July
July 13,2006,86,72,0.06,0.0,2006-07-13,13,7,3,Thursday,July
July 14,2006,89,68,0.0,0.0,2006-07-14,14,7,4,Friday,July
July 15,2006,83,70,0.03,0.0,2006-07-15,15,7,5,Saturday,July
July 16,2006,94,73,0.0,0.0,2006-07-16,16,7,6,Sunday,July
July 17,2006,98,74,0.0,0.0,2006-07-17,17,7,0,Monday,July
July 18,2006,98,72,0.33,0.0,2006-07-18,18,7,1,Tuesday,July
July 19,2006,91,71,0.0,0.0,2006-07-19,19,7,2,Wednesday,July
July 20,2006,89,73,0.0,0.0,2006-07-20,20,7,3,Thursday,July
July 21,2006,89,74,0.1,0.0,2006-07-21,21,7,4,Friday,July
July 22,2006,85,73,0.9,0.0,2006-07-22,22,7,5,Saturday,July
July 23,2006,81,70,0.0,0.0,2006-07-23,23,7,6,Sunday,July
July 24,2006,87,66,0.0,0.0,2006-07-24,24,7,0,Monday,July
July 25,2006,85,70,0.0,0.0,2006-07-25,25,7,1,Tuesday,July
July 26,2006,88,69,0.0,0.0,2006-07-26,26,7,2,Wednesday,July
July 27,2006,93,73,0.49,0.0,2006-07-27,27,7,3,Thursday,July
July 28,2006,94,72,0.31,0.0,2006-07-28,28,7,4,Friday,July
July 29,2006,91,73,0.0,0.0,2006-07-29,29,7,5,Saturday,July
July 30,2006,91,77,0.0,0.0,2006-07-30,30,7,6,Sunday,July
July 31,2006,93,76,0.0,0.0,2006-07-31,31,7,0,Monday,July
August 1,2006,98,78,0.0,0.0,2006-08-01,1,8,1,Tuesday,August
August 2,2006,98,81,0.0,0.0,2006-08-02,2,8,2,Wednesday,August
August 3,2006,98,81,0.0,0.0,2006-08-03,3,8,3,Thursday,August
August 4,2006,90,79,0.0,0.0,2006-08-04,4,8,4,Friday,August
August 5,2006,89,70,0.0,0.0,2006-08-05,5,8,5,Saturday,August
August 6,2006,90,71,0.0,0.0,2006-08-06,6,8,6,Sunday,August
August 7,2006,90,74,0.0,0.0,2006-08-07,7,8,0,Monday,August
August 8,2006,88,72,0.0,0.0,2006-08-08,8,8,1,Tuesday,August
August 9,2006,84,66,0.0,0.0,2006-08-09,9,8,2,Wednesday,August
August 10,2006,84,69,0.03,0.0,2006-08-10,10,8,3,Thursday,August
August 11,2006,82,68,0.0,0.0,2006-08-11,11,8,4,Friday,August
August 12,2006,80,62,0.0,0.0,2006-08-12,12,8,5,Saturday,August
August 13,2006,83,61,0.0,0.0,2006-08-13,13,8,6,Sunday,August
August 14,2006,89,65,0.0,0.0,2006-08-14,14,8,0,Monday,August
August 15,2006,88,74,0.0,0.0,2006-08-15,15,8,1,Tuesday,August
August 16,2006,88,69,0.0,0.0,2006-08-16,16,8,2,Wednesday,August
August 17,2006,90,68,0.0,0.0,2006-08-17,17,8,3,Thursday,August
August 18,2006,87,69,0.0,0.0,2006-08-18,18,8,4,Friday,August
August 19,2006,87,69,0.0,0.0,2006-08-19,19,8,5,Saturday,August
August 20,2006,91,76,0.03,0.0,2006-08-20,20,8,6,Sunday,August
August 21,2006,86,68,0.0,0.0,2006-08-21,21,8,0,Monday,August
August 22,2006,88,66,0.0,0.0,2006-08-22,22,8,1,Tuesday,August
August 23,2006,89,68,0.0,0.0,2006-08-23,23,8,2,Wednesday,August
August 24,2006,88,64,0.0,0.0,2006-08-24,24,8,3,Thursday,August
August 25,2006,88,68,0.06,0.0,2006-08-25,25,8,4,Friday,August
August 26,2006,77,68,0.0,0.0,2006-08-26,26,8,5,Saturday,August
August 27,2006,81,70,1.46,0.0,2006-08-27,27,8,6,Sunday,August
August 28,2006,83,71,0.46,0.0,2006-08-28,28,8,0,Monday,August
August 29,2006,82,69,1.88,0.0,2006-08-29,29,8,1,Tuesday,August
August 30,2006,72,65,0.01,0.0,2006-08-30,30,8,2,Wednesday,August
August 31,2006,73,63,0.0,0.0,2006-08-31,31,8,3,Thursday,August
September 1,2006,67,60,0.52,0.0,2006-09-01,1,9,4,Friday,September
September 2,2006,71,61,1.48,0.0,2006-09-02,2,9,5,Saturday,September
September 3,2006,75,61,0.0,0.0,2006-09-03,3,9,6,Sunday,September
September 4,2006,78,64,0.0,0.0,2006-09-04,4,9,0,Monday,September
September 5,2006,72,62,2.45,0.0,2006-09-05,5,9,1,Tuesday,September
September 6,2006,78,62,0.0,0.0,2006-09-06,6,9,2,Wednesday,September
September 7,2006,81,61,0.0,0.0,2006-09-07,7,9,3,Thursday,September
September 8,2006,82,63,0.0,0.0,2006-09-08,8,9,4,Friday,September
September 9,2006,86,64,0.0,0.0,2006-09-09,9,9,5,Saturday,September
September 10,2006,80,64,0.06,0.0,2006-09-10,10,9,6,Sunday,September
September 11,2006,72,58,0.0,0.0,2006-09-11,11,9,0,Monday,September
September 12,2006,70,54,0.0,0.0,2006-09-12,12,9,1,Tuesday,September
September 13,2006,69,55,0.0,0.0,2006-09-13,13,9,2,Wednesday,September
September 14,2006,71,64,0.72,0.0,2006-09-14,14,9,3,Thursday,September
September 15,2006,77,67,0.16,0.0,2006-09-15,15,9,4,Friday,September
September 16,2006,78,65,0.0,0.0,2006-09-16,16,9,5,Saturday,September
September 17,2006,82,62,0.0,0.0,2006-09-17,17,9,6,Sunday,September
September 18,2006,82,62,0.0,0.0,2006-09-18,18,9,0,Monday,September
September 19,2006,77,65,0.0,0.0,2006-09-19,19,9,1,Tuesday,September
September 20,2006,70,56,0.0,0.0,2006-09-20,20,9,2,Wednesday,September
September 21,2006,68,50,0.0,0.0,2006-09-21,21,9,3,Thursday,September
September 22,2006,71,51,0.0,0.0,2006-09-22,22,9,4,Friday,September
September 23,2006,79,63,0.03,0.0,2006-09-23,23,9,5,Saturday,September
September 24,2006,80,64,0.06,0.0,2006-09-24,24,9,6,Sunday,September
September 25,2006,73,58,0.0,0.0,2006-09-25,25,9,0,Monday,September
September 26,2006,75,52,0.0,0.0,2006-09-26,26,9,1,Tuesday,September
September 27,2006,76,55,0.0,0.0,2006-09-27,27,9,2,Wednesday,September
September 28,2006,77,57,0.43,0.0,2006-09-28,28,9,3,Thursday,September
September 29,2006,66,51,0.06,0.0,2006-09-29,29,9,4,Friday,September
September 30,2006,66,47,0.0,0.0,2006-09-30,30,9,5,Saturday,September
October 1,2006,71,58,0.23,0.0,2006-10-01,1,10,6,Sunday,October
October 2,2006,71,54,0.0,0.0,2006-10-02,2,10,0,Monday,October
October 3,2006,82,57,0.0,0.0,2006-10-03,3,10,1,Tuesday,October
October 4,2006,82,63,0.02,0.0,2006-10-04,4,10,2,Wednesday,October
October 5,2006,73,54,0.09,0.0,2006-10-05,5,10,3,Thursday,October
October 6,2006,55,51,0.84,0.0,2006-10-06,6,10,4,Friday,October
October 7,2006,60,49,0.05,0.0,2006-10-07,7,10,5,Saturday,October
October 8,2006,72,52,0.0,0.0,2006-10-08,8,10,6,Sunday,October
October 9,2006,77,52,0.0,0.0,2006-10-09,9,10,0,Monday,October
October 10,2006,79,56,0.0,0.0,2006-10-10,10,10,1,Tuesday,October
October 11,2006,69,60,2.04,0.0,2006-10-11,11,10,2,Wednesday,October
October 12,2006,71,47,0.0,0.0,2006-10-12,12,10,3,Thursday,October
October 13,2006,55,39,0.0,0.0,2006-10-13,13,10,4,Friday,October
October 14,2006,60,39,0.0,0.0,2006-10-14,14,10,5,Saturday,October
October 15,2006,59,38,0.0,0.0,2006-10-15,15,10,6,Sunday,October
October 16,2006,63,40,0.0,0.0,2006-10-16,16,10,0,Monday,October
October 17,2006,63,53,1.12,0.0,2006-10-17,17,10,1,Tuesday,October
October 18,2006,74,58,0.0,0.0,2006-10-18,18,10,2,Wednesday,October
October 19,2006,67,59,0.02,0.0,2006-10-19,19,10,3,Thursday,October
October 20,2006,69,45,0.62,0.0,2006-10-20,20,10,4,Friday,October
October 21,2006,59,43,0.0,0.0,2006-10-21,21,10,5,Saturday,October
October 22,2006,63,42,0.0,0.0,2006-10-22,22,10,6,Sunday,October
October 23,2006,54,43,0.0,0.0,2006-10-23,23,10,0,Monday,October
October 24,2006,50,40,0.0,0.0,2006-10-24,24,10,1,Tuesday,October
October 25,2006,54,39,0.0,0.0,2006-10-25,25,10,2,Wednesday,October
October 26,2006,51,38,0.0,0.0,2006-10-26,26,10,3,Thursday,October
October 27,2006,51,36,0.47,0.0,2006-10-27,27,10,4,Friday,October
October 28,2006,68,45,0.92,0.0,2006-10-28,28,10,5,Saturday,October
October 29,2006,56,39,0.0,0.0,2006-10-29,29,10,6,Sunday,October
October 30,2006,64,38,0.0,0.0,2006-10-30,30,10,0,Monday,October
October 31,2006,72,42,0.0,0.0,2006-10-31,31,10,1,Tuesday,October
November 1,2006,71,54,0.01,0.0,2006-11-01,1,11,2,Wednesday,November
November 2,2006,59,43,0.16,0.0,2006-11-02,2,11,3,Thursday,November
November 3,2006,46,34,0.0,0.0,2006-11-03,3,11,4,Friday,November
November 4,2006,48,30,0.0,0.0,2006-11-04,4,11,5,Saturday,November
November 5,2006,51,34,0.0,0.0,2006-11-05,5,11,6,Sunday,November
November 6,2006,56,32,0.0,0.0,2006-11-06,6,11,0,Monday,November
November 7,2006,61,40,0.15,0.0,2006-11-07,7,11,1,Tuesday,November
November 8,2006,60,56,2.07,0.0,2006-11-08,8,11,2,Wednesday,November
November 9,2006,70,52,0.0,0.0,2006-11-09,9,11,3,Thursday,November
November 10,2006,68,49,0.0,0.0,2006-11-10,10,11,4,Friday,November
November 11,2006,74,48,0.0,0.0,2006-11-11,11,11,5,Saturday,November
November 12,2006,62,51,0.55,0.0,2006-11-12,12,11,6,Sunday,November
November 13,2006,61,54,0.62,0.0,2006-11-13,13,11,0,Monday,November
November 14,2006,60,54,0.0,0.0,2006-11-14,14,11,1,Tuesday,November
November 15,2006,69,54,0.0,0.0,2006-11-15,15,11,2,Wednesday,November
November 16,2006,72,55,0.77,0.0,2006-11-16,16,11,3,Thursday,November
November 17,2006,64,44,0.0,0.0,2006-11-17,17,11,4,Friday,November
November 18,2006,51,41,0.0,0.0,2006-11-18,18,11,5,Saturday,November
November 19,2006,49,40,0.0,0.0,2006-11-19,19,11,6,Sunday,November
November 20,2006,45,40,0.0,0.0,2006-11-20,20,11,0,Monday,November
November 21,2006,46,33,0.0,0.0,2006-11-21,21,11,1,Tuesday,November
November 22,2006,43,39,0.3,0.0,2006-11-22,22,11,2,Wednesday,November
November 23,2006,46,40,0.25,0.0,2006-11-23,23,11,3,Thursday,November
November 24,2006,63,43,0.0,0.0,2006-11-24,24,11,4,Friday,November
November 25,2006,57,38,0.0,0.0,2006-11-25,25,11,5,Saturday,November
November 26,2006,58,35,0.0,0.0,2006-11-26,26,11,6,Sunday,November
November 27,2006,59,38,0.0,0.0,2006-11-27,27,11,0,Monday,November
November 28,2006,62,39,0.0,0.0,2006-11-28,28,11,1,Tuesday,November
November 29,2006,62,47,0.0,0.0,2006-11-29,29,11,2,Wednesday,November
November 30,2006,71,54,0.0,0.0,2006-11-30,30,11,3,Thursday,November
December 1,2006,72,47,0.2,0.0,2006-12-01,1,12,4,Friday,December
December 2,2006,47,38,0.0,0.0,2006-12-02,2,12,5,Saturday,December
December 3,2006,45,31,0.0,0.0,2006-12-03,3,12,6,Sunday,December
December 4,2006,40,28,0.0,0.0,2006-12-04,4,12,0,Monday,December
December 5,2006,39,27,0.0,0.0,2006-12-05,5,12,1,Tuesday,December
December 6,2006,51,26,0.0,0.0,2006-12-06,6,12,2,Wednesday,December
December 7,2006,54,27,0.0,0.0,2006-12-07,7,12,3,Thursday,December
December 8,2006,33,23,0.0,0.0,2006-12-08,8,12,4,Friday,December
December 9,2006,41,23,0.0,0.0,2006-12-09,9,12,5,Saturday,December
December 10,2006,56,31,0.0,0.0,2006-12-10,10,12,6,Sunday,December
December 11,2006,60,33,0.0,0.0,2006-12-11,11,12,0,Monday,December
December 12,2006,51,37,0.0,0.0,2006-12-12,12,12,1,Tuesday,December
December 13,2006,52,42,0.19,0.0,2006-12-13,13,12,2,Wednesday,December
December 14,2006,50,43,0.0,0.0,2006-12-14,14,12,3,Thursday,December
December 15,2006,51,43,0.0,0.0,2006-12-15,15,12,4,Friday,December
December 16,2006,52,35,0.0,0.0,2006-12-16,16,12,5,Saturday,December
