"COU","Country","IND","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"DNK","Denmark","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",8,,
"DNK","Denmark","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",95.8,,
"DNK","Denmark","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",11.6,,
"DNK","Denmark","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",11,,
"DNK","Denmark","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",8.6,,
"DNK","Denmark","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",9.3,,
"DNK","Denmark","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",17.2,,
"DNK","Denmark","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",4,,
"DNK","Denmark","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",62.7,,
"DNK","Denmark","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",97.5,,
"DNK","Denmark","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",98,,
"DNK","Denmark","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",97.6,,
"DNK","Denmark","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",97.5,,
"DNK","Denmark","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",93.4,,
"DNK","Denmark","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",76.9,,
"DNK","Denmark","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",37.2,,
"DNK","Denmark","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",70.3,,
"DNK","Denmark","CWB35A","Reading performance at age 15 (PISA)","2015","2015",499.8,,
"DNK","Denmark","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",511.1,,
"DNK","Denmark","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",69.2,,
"DNK","Denmark","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",80.1,,
"DNK","Denmark","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",70.3,,
"DNK","Denmark","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",50,,
"DNK","Denmark","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",50,,
"DNK","Denmark","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",50,,
"DNK","Denmark","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",50,,
"DNK","Denmark","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",50,,
"DNK","Denmark","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",2,,
"DNK","Denmark","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",2,,
"DNK","Denmark","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",2,,
"DNK","Denmark","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",2,,
"DNK","Denmark","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",2,,
"FIN","Finland","CWB1A","Children (0-17) living with two parents (%)","2014","2014",85.9,,
"FIN","Finland","CWB1A","Children (0-17) living with two parents (%)","2015","2015",86.7,,
"FIN","Finland","CWB1A","Children (0-17) living with two parents (%)","2016","2016",86.4,,
"FIN","Finland","CWB1A","Children (0-17) living with two parents (%)","2017","2017",85.7,,
"FIN","Finland","CWB1A","Children (0-17) living with two parents (%)","2018","2018",85,,
"FIN","Finland","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",13.9,,
"FIN","Finland","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",13.1,,
"FIN","Finland","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",13.2,,
"FIN","Finland","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",13.7,,
"FIN","Finland","CWB1B","Children (0-17) living with a single parent (%)","2018","2018",14.5,,
"FIN","Finland","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.2,,
"FIN","Finland","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.3,,
"FIN","Finland","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.5,,
"FIN","Finland","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.7,,
"FIN","Finland","CWB1C","Children (0-17) living in 'other' types of household (%)","2018","2018",0.5,,
"FIN","Finland","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",58.4,,
"FIN","Finland","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",60.4,,
"FIN","Finland","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2016","2016",61.1,,
"FIN","Finland","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2017","2017",64.2,,
"FIN","Finland","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2018","2018",64.9,,
"FIN","Finland","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2014","2014",36.5,,
"FIN","Finland","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2015","2015",34,,
"FIN","Finland","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2016","2016",32.2,,
"FIN","Finland","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2017","2017",30.5,,
"FIN","Finland","CWB2B","Children (0-14) in households where at least one adult is in employment and one adult is not in employment (working) (%)","2018","2018",29.3,,
"FIN","Finland","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2014","2014",5.2,,
"FIN","Finland","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2015","2015",5.6,,
"FIN","Finland","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2016","2016",6.7,,
"FIN","Finland","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2017","2017",5.3,,
"FIN","Finland","CWB2C","Children (0-14) in households with all adults not in employment (jobless) (%)","2018","2018",5.8,,
"FIN","Finland","CWB8A","Adolescents (15-year-olds) who report talking to their parents before or after school (%)","2015","2015",96.6,,
"FIN","Finland","CWB9","Children (0-17) in overcrowded households (%)","2014","2014",8.1,,
"FIN","Finland","CWB9","Children (0-17) in overcrowded households (%)","2015","2015",7.4,,
"FIN","Finland","CWB9","Children (0-17) in overcrowded households (%)","2016","2016",7.6,,
"FIN","Finland","CWB9","Children (0-17) in overcrowded households (%)","2017","2017",7.6,,
"FIN","Finland","CWB16","Adolescents (15-year-olds) skipping either breakfast or dinner (%)","2015","2015",19.3,,
"FIN","Finland","CWB17A","Adolescents (15-year-olds) who report doing no physical activity outside of school (%)","2015","2015",3.8,,
"FIN","Finland","CWB17B","Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%)","2015","2015",54.4,,
"FIN","Finland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2014","2014",73.8,,
"FIN","Finland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2015","2015",73.9,,
"FIN","Finland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2016","2016",79,,
"FIN","Finland","CWB22","Children (3-5 year-olds) enrolled in pre-primary education or primary school (%)","2017","2017",79.5,,
"FIN","Finland","CWB27","Adolescents (15-year-olds) with parents interested in and supportive of their education (%)","2015","2015",92.7,,
"FIN","Finland","CWB29","Adolescents (15-year-olds) who want top grades at school (%)","2015","2015",60.6,,
"FIN","Finland","CWB31","Adolescents (15-year-olds) who expect to complete a university degree (%)","2015","2015",27.1,,
"FIN","Finland","CWB32","Adolescents (15-year-olds) who feel like they belong in school (%)","2015","2015",80.3,,
"FIN","Finland","CWB35A","Reading performance at age 15 (PISA)","2015","2015",526.4,,
"FIN","Finland","CWB35B","Mathematics performance at age 15 (PISA)","2015","2015",511.1,,
"FIN","Finland","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2015","2015",59.8,,
"FIN","Finland","CWB40","Adolescents (15-year-olds) who are high or extreme internet users (%)","2018","2018",75,,
"FIN","Finland","CWB42","Adolescents (15-year-olds) who do unpaid work in the home, before or after school (%) ","2015","2015",71.8,,
"FIN","Finland","CWB44A","Adolescents (15-year-olds) reporting high life satisfaction (%)","2015","2015",44.4,,
"FIN","Finland","CWB44B","Adolescents (15-year-olds) reporting low life satisfaction (%)","2015","2015",6.6,,
"FIN","Finland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2014","2014",161,,
"FIN","Finland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2015","2015",161,,
"FIN","Finland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2016","2016",161,,
"FIN","Finland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2017","2017",161,,
"FIN","Finland","CWB50A","Length of paid maternity and parental leave available to mothers in weeks","2018","2018",161,,
"FIN","Finland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2014","2014",9,,
"FIN","Finland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2015","2015",9,,
"FIN","Finland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2016","2016",9,,
"FIN","Finland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2017","2017",9,,
"FIN","Finland","CWB50B","Length of paid paternity and parental leave reserved for fathers in weeks","2018","2018",9,,
"FRA","France","CWB1A","Children (0-17) living with two parents (%)","2014","2014",77.8,,
"FRA","France","CWB1A","Children (0-17) living with two parents (%)","2015","2015",77.1,,
"FRA","France","CWB1A","Children (0-17) living with two parents (%)","2016","2016",76.6,,
"FRA","France","CWB1A","Children (0-17) living with two parents (%)","2017","2017",77.1,,
"FRA","France","CWB1B","Children (0-17) living with a single parent (%)","2014","2014",21.7,,
"FRA","France","CWB1B","Children (0-17) living with a single parent (%)","2015","2015",22.3,,
"FRA","France","CWB1B","Children (0-17) living with a single parent (%)","2016","2016",22.8,,
"FRA","France","CWB1B","Children (0-17) living with a single parent (%)","2017","2017",22.5,,
"FRA","France","CWB1C","Children (0-17) living in 'other' types of household (%)","2014","2014",0.5,,
"FRA","France","CWB1C","Children (0-17) living in 'other' types of household (%)","2015","2015",0.5,,
"FRA","France","CWB1C","Children (0-17) living in 'other' types of household (%)","2016","2016",0.7,,
"FRA","France","CWB1C","Children (0-17) living in 'other' types of household (%)","2017","2017",0.5,,
"FRA","France","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2014","2014",61.1,,
"FRA","France","CWB2A","Children (0-14) in households where all adults are in employment (working) (%)","2015","2015",60.4,,
